,地块名称,作物编号,面积,季次
104,B4,3,28.0,d0
105,B5,11,25.0,g0
106,B5,13,25.0,f0
107,B5,2,25.0,b0
108,B5,2,25.0,d0
109,B5,3,25.0,a0
110,B5,3,25.0,c0
111,B5,3,25.0,e0
112,B6,12,86.0,g0
113,B6,13,86.0,f0
114,B6,2,86.0,a0
115,B6,2,86.0,c0
116,B6,2,86.0,e0
117,B6,3,86.0,b0
118,B6,3,86.0,d0
119,B7,12,55.0,g0
120,B7,13,55.0,f0
121,B7,2,55.0,a0
122,B7,2,55.0,c0
123,B7,2,55.0,e0
124,B7,3,55.0,b0
125,B7,3,55.0,d0
126,B8,11,44.0,g0
127,B8,13,44.0,f0
128,B8,2,44.0,a0
129,B8,2,44.0,c0
130,B8,2,44.0,e0
131,B8,3,44.0,b0
132,B8,3,44.0,d0
133,B9,11,50.0,g0
134,B9,13,50.0,f0
135,B9,2,50.0,a0
136,B9,2,50.0,c0
137,B9,2,50.0,e0
138,B9,3,50.0,b0
139,B9,3,50.0,d0
140,C1,11,15.0,g0
141,C1,13,15.0,f0
142,C1,2,15.0,a0
143,C1,2,15.0,d0
144,C1,3,15.0,c0
145,C1,3,15.0,e0
146,C1,4,15.0,b0
147,C2,11,13.0,g0
148,C2,13,13.0,f0
149,C2,2,13.0,a0
150,C2,2,13.0,c0
151,C2,2,13.0,e0
152,C2,3,13.0,b0
153,C2,3,13.0,d0
154,C3,11,15.0,g0
155,C3,13,15.0,f0
156,C3,2,15.0,a0
157,C3,2,15.0,c0
158,C3,2,15.0,e0
159,C3,3,15.0,b0
160,C3,3,15.0,d0
161,C4,11,18.0,g0
162,C4,13,18.0,f0
163,C4,2,18.0,a0
164,C4,2,18.0,c0
165,C4,2,18.0,e0
166,C4,3,18.0,b0
167,C4,3,18.0,d0
168,C5,12,27.0,g0
169,C5,13,27.0,f0
170,C5,2,27.0,a0
171,C5,2,27.0,c0
172,C5,2,27.0,e0
173,C5,3,27.0,b0
174,C5,3,27.0,d0
175,C6,11,20.0,f0
176,C6,13,20.0,g0
177,C6,2,20.0,b0
178,C6,2,20.0,d0
179,C6,3,20.0,a0
180,C6,3,20.0,c0
181,C6,3,20.0,e0
182,D1,17,7.5,a0
183,D1,17,7.5,a1
184,D1,17,7.5,b0
185,D1,17,7.5,b1
186,D1,17,7.5,c1
187,D1,17,7.5,d0
188,D1,17,7.5,d1
189,D1,17,7.5,e0
190,D1,19,7.5,c0
191,D1,19,7.5,e1
192,D1,29,7.5,a0
193,D1,29,7.5,a1
194,D1,29,7.5,b0
195,D1,29,7.5,b1
196,D1,29,7.5,c0
197,D1,29,7.5,c1
198,D1,29,7.5,d0
199,D1,29,7.5,d1
200,D1,29,7.5,e0
201,D1,29,7.5,e1
202,D1,29,7.5,f0
203,D1,29,7.5,f1
204,D1,29,7.5,g0
205,D1,29,7.5,g1
206,D1,32,7.5,f0
207,D1,32,7.5,f1
208,D1,32,7.5,g0
209,D1,32,7.5,g1
210,D1,35,15.0,a2
211,D1,35,15.0,c2
212,D1,35,15.0,e2
213,D1,35,15.0,g2
214,D1,37,15.0,b2
215,D1,37,15.0,d2
216,D1,37,15.0,f2
217,D2,17,5.0,a0
218,D2,17,5.0,a1
219,D2,17,5.0,c0
220,D2,17,5.0,c1
221,D2,17,5.0,d0
222,D2,17,5.0,d1
223,D2,17,5.0,e0
224,D2,17,5.0,e1
225,D2,19,5.0,b0
226,D2,19,5.0,b1
227,D2,29,5.0,a0
228,D2,29,5.0,a1
229,D2,29,5.0,b0
230,D2,29,5.0,b1
231,D2,29,5.0,c0
232,D2,29,5.0,c1
233,D2,29,5.0,d0
234,D2,29,5.0,d1
235,D2,29,5.0,e0
236,D2,29,5.0,e1
237,D2,29,10.0,g0
238,D2,29,10.0,g1
239,D2,32,10.0,f0
240,D2,32,10.0,f1
241,D2,35,10.0,a2
242,D2,35,10.0,c2
243,D2,35,10.0,e2
244,D2,35,10.0,g2
245,D2,37,10.0,b2
246,D2,37,10.0,d2
247,D2,37,10.0,f2
248,D3,17,7.0,a0
249,D3,17,7.0,a1
250,D3,17,7.0,b0
251,D3,17,7.0,b1
252,D3,17,7.0,c0
253,D3,17,7.0,c1
254,D3,17,7.0,d0
255,D3,17,7.0,d1
256,D3,17,7.0,e0
257,D3,17,7.0,e1
258,D3,29,7.0,a0
259,D3,29,7.0,a1
260,D3,29,7.0,b0
261,D3,29,7.0,b1
262,D3,29,7.0,c0
263,D3,29,7.0,c1
264,D3,29,7.0,d0
265,D3,29,7.0,d1
266,D3,29,7.0,e0
267,D3,29,7.0,e1
268,D3,29,14.0,g0
269,D3,29,14.0,g1
270,D3,32,14.0,f0
271,D3,32,14.0,f1
272,D3,35,14.0,a2
273,D3,35,14.0,c2
274,D3,35,14.0,e2
275,D3,35,14.0,g2
276,D3,37,14.0,b2
277,D3,37,14.0,d2
278,D3,37,14.0,f2
279,D4,17,3.0,a0
280,D4,17,3.0,a1
281,D4,17,3.0,b0
282,D4,17,3.0,c0
283,D4,17,3.0,c1
284,D4,17,3.0,d0
285,D4,17,3.0,d1
286,D4,17,3.0,e1
287,D4,19,3.0,b1
288,D4,19,3.0,e0
289,D4,29,3.0,a0
290,D4,29,3.0,a1
291,D4,29,3.0,b0
292,D4,29,3.0,b1
293,D4,29,3.0,c0
294,D4,29,3.0,c1
295,D4,29,3.0,d0
296,D4,29,3.0,d1
297,D4,29,3.0,e0
298,D4,29,3.0,e1
299,D4,29,6.0,g0
300,D4,29,6.0,g1
301,D4,32,6.0,f0
302,D4,32,6.0,f1
303,D4,35,6.0,a2
304,D4,35,6.0,c2
305,D4,35,6.0,e2
306,D4,35,6.0,g2
307,D4,37,6.0,b2
308,D4,37,6.0,d2
309,D4,37,6.0,f2
310,D5,17,5.0,a0
311,D5,17,5.0,a1
312,D5,17,5.0,b0
313,D5,17,5.0,b1
314,D5,17,5.0,c0
315,D5,17,5.0,c1
316,D5,17,5.0,d0
317,D5,17,5.0,d1
318,D5,17,5.0,e0
319,D5,17,5.0,e1
320,D5,29,5.0,a0
321,D5,29,5.0,a1
322,D5,29,5.0,b0
323,D5,29,5.0,b1
324,D5,29,5.0,c0
325,D5,29,5.0,c1
326,D5,29,5.0,d0
327,D5,29,5.0,d1
328,D5,29,5.0,e0
329,D5,29,5.0,e1
330,D5,29,10.0,g0
331,D5,29,10.0,g1
332,D5,32,10.0,f0
333,D5,32,10.0,f1
334,D5,35,10.0,b2
335,D5,35,10.0,d2
336,D5,35,10.0,f2
337,D5,37,10.0,a2
338,D5,37,10.0,c2
339,D5,37,10.0,e2
340,D5,37,10.0,g2
341,D6,17,6.0,a0
342,D6,17,6.0,a1
343,D6,17,6.0,b0
344,D6,17,6.0,b1
345,D6,17,6.0,c0
346,D6,17,6.0,c1
347,D6,17,6.0,d0
348,D6,17,6.0,d1
349,D6,17,6.0,e0
350,D6,17,6.0,e1
351,D6,29,6.0,a0
352,D6,29,6.0,a1
353,D6,29,6.0,b0
354,D6,29,6.0,b1
355,D6,29,6.0,c0
356,D6,29,6.0,c1
357,D6,29,6.0,d0
358,D6,29,6.0,d1
359,D6,29,6.0,e0
360,D6,29,6.0,e1
361,D6,29,6.0,f0
362,D6,29,6.0,f1
363,D6,29,6.0,g0
364,D6,29,6.0,g1
365,D6,32,6.0,f0
366,D6,32,6.0,f1
367,D6,32,6.0,g0
368,D6,32,6.0,g1
369,D6,35,12.0,a2
370,D6,35,12.0,c2
371,D6,35,12.0,e2
372,D6,35,12.0,g2
373,D6,37,12.0,b2
374,D6,37,12.0,d2
375,D6,37,12.0,f2
376,D7,17,11.0,a0
377,D7,17,11.0,a1
378,D7,17,11.0,b0
379,D7,17,11.0,b1
380,D7,17,11.0,c0
381,D7,17,11.0,d0
382,D7,17,11.0,d1
383,D7,17,11.0,e0
384,D7,17,11.0,e1
385,D7,19,11.0,c1
386,D7,29,11.0,a0
387,D7,29,11.0,a1
388,D7,29,11.0,b0
389,D7,29,11.0,b1
390,D7,29,11.0,c0
391,D7,29,11.0,c1
392,D7,29,11.0,d0
393,D7,29,11.0,d1
394,D7,29,11.0,e0
395,D7,29,11.0,e1
396,D7,29,22.0,g0
397,D7,29,22.0,g1
398,D7,32,22.0,f0
399,D7,32,22.0,f1
400,D7,35,22.0,a2
401,D7,35,22.0,c2
402,D7,35,22.0,e2
403,D7,35,22.0,g2
404,D7,37,22.0,b2
405,D7,37,22.0,d2
406,D7,37,22.0,f2
407,D8,17,10.0,a0
408,D8,17,10.0,a1
409,D8,17,10.0,b0
410,D8,17,10.0,b1
411,D8,17,10.0,c1
412,D8,17,10.0,d0
413,D8,17,10.0,d1
414,D8,17,10.0,e0
415,D8,17,10.0,e1
416,D8,19,10.0,c0
417,D8,29,10.0,a0
418,D8,29,10.0,a1
419,D8,29,10.0,b0
420,D8,29,10.0,b1
421,D8,29,10.0,c0
422,D8,29,10.0,c1
423,D8,29,10.0,d0
424,D8,29,10.0,d1
425,D8,29,10.0,e0
426,D8,29,10.0,e1
427,D8,29,20.0,g0
428,D8,29,20.0,g1
429,D8,32,20.0,f0
430,D8,32,20.0,f1
431,D8,35,20.0,b2
432,D8,35,20.0,d2
433,D8,35,20.0,f2
434,D8,37,20.0,a2
435,D8,37,20.0,c2
436,D8,37,20.0,e2
437,D8,37,20.0,g2
438,E1,1,0.6,b0
439,E1,1,0.6,d0
440,E1,17,0.6,a0
441,E1,17,0.6,c0
442,E1,17,0.6,e0
443,E1,29,0.6,a1
444,E1,29,0.6,c1
445,E1,29,0.6,e1
446,E1,29,0.6,g1
447,E1,32,0.6,b1
448,E1,32,0.6,d1
449,E1,32,0.6,f1
450,E10,1,0.6,b0
451,E10,1,0.6,d0
452,E10,17,0.6,a0
453,E10,17,0.6,c0
454,E10,17,0.6,e0
455,E10,29,0.6,a1
456,E10,29,0.6,c1
457,E10,29,0.6,e1
458,E10,29,0.6,g1
459,E10,32,0.6,b1
460,E10,32,0.6,d1
461,E10,32,0.6,f1
462,E11,1,0.6,a0
463,E11,1,0.6,c0
464,E11,1,0.6,e0
465,E11,17,0.6,b0
466,E11,17,0.6,d0
467,E11,29,0.6,a1
468,E11,29,0.6,c1
469,E11,29,0.6,e1
470,E11,29,0.6,g1
471,E11,32,0.6,b1
472,E11,32,0.6,d1
473,E11,32,0.6,f1
474,E12,1,0.6,a0
475,E12,1,0.6,c0
476,E12,1,0.6,e0
477,E12,17,0.6,b0
478,E12,17,0.6,d0
479,E12,29,0.6,a1
480,E12,29,0.6,c1
481,E12,29,0.6,e1
482,E12,29,0.6,g1
483,E12,32,0.6,b1
484,E12,32,0.6,d1
485,E12,32,0.6,f1
486,E13,1,0.6,a0
487,E13,1,0.6,c0
488,E13,1,0.6,e0
489,E13,17,0.6,b0
490,E13,17,0.6,d0
491,E13,29,0.6,a1
492,E13,29,0.6,c1
493,E13,29,0.6,e1
494,E13,29,0.6,g1
495,E13,32,0.6,b1
496,E13,32,0.6,d1
497,E13,32,0.6,f1
498,E14,1,0.6,a0
499,E14,1,0.6,c0
500,E14,1,0.6,e0
501,E14,17,0.6,b0
502,E14,17,0.6,d0
503,E14,29,0.6,a1
504,E14,29,0.6,c1
505,E14,29,0.6,e1
506,E14,29,0.6,g1
507,E14,32,0.6,b1
508,E14,32,0.6,d1
509,E14,32,0.6,f1
510,E15,1,0.6,b0
511,E15,1,0.6,d0
512,E15,17,0.6,a0
513,E15,17,0.6,c0
514,E15,17,0.6,e0
515,E15,29,0.6,a1
516,E15,29,0.6,c1
517,E15,29,0.6,e1
518,E15,29,0.6,g1
519,E15,32,0.6,b1
520,E15,32,0.6,d1
521,E15,32,0.6,f1
522,E15,38,0.6,a2
523,E15,38,0.6,c2
524,E15,38,0.6,e2
525,E15,38,0.6,g2
526,E15,40,0.6,b2
527,E15,40,0.6,d2
528,E15,40,0.6,f2
529,E15,41,7.1849603e-17,f2
530,E16,1,0.6,a0
531,E16,1,0.6,c0
532,E16,1,0.6,e0
533,E16,17,0.6,b0
534,E16,17,0.6,d0
535,E16,29,0.6,a1
536,E16,29,0.6,c1
537,E16,29,0.6,e1
538,E16,29,0.6,g1
539,E16,32,0.6,b1
540,E16,32,0.6,d1
541,E16,32,0.6,f1
542,E2,1,0.6,a0
543,E2,1,0.6,c0
544,E2,1,0.6,e0
545,E2,17,0.6,b0
546,E2,17,0.6,d0
547,E2,29,0.6,a1
548,E2,29,0.6,c1
549,E2,29,0.6,e1
550,E2,29,0.6,g1
551,E2,32,0.6,b1
552,E2,32,0.6,d1
553,E2,32,0.6,f1
554,E3,1,0.6,a0
555,E3,1,0.6,c0
556,E3,1,0.6,e0
557,E3,17,0.6,b0
558,E3,17,0.6,d0
559,E3,29,0.6,a1
560,E3,29,0.6,c1
561,E3,29,0.6,e1
562,E3,29,0.6,g1
563,E3,32,0.6,b1
564,E3,32,0.6,d1
565,E3,32,0.6,f1
566,E4,1,0.6,a0
567,E4,1,0.6,c0
568,E4,1,0.6,e0
569,E4,17,0.6,b0
570,E4,17,0.6,d0
571,E4,29,0.6,a1
572,E4,29,0.6,c1
573,E4,29,0.6,e1
574,E4,29,0.6,g1
575,E4,32,0.6,b1
576,E4,32,0.6,d1
577,E4,32,0.6,f1
578,E5,1,0.6,a0
579,E5,1,0.6,c0
580,E5,1,0.6,e0
581,E5,17,0.6,b0
582,E5,17,0.6,d0
583,E5,29,0.6,a1
584,E5,29,0.6,c1
585,E5,29,0.6,e1
586,E5,29,0.6,g1
587,E5,32,0.6,b1
588,E5,32,0.6,d1
589,E5,32,0.6,f1
590,E6,1,0.6,a0
591,E6,1,0.6,c0
592,E6,1,0.6,e0
593,E6,17,0.6,b0
594,E6,17,0.6,d0
595,E6,29,0.6,a1
596,E6,29,0.6,c1
597,E6,29,0.6,e1
598,E6,29,0.6,g1
599,E6,32,0.6,b1
600,E6,32,0.6,d1
601,E6,32,0.6,f1
602,E7,1,0.6,a0
603,E7,1,0.6,c0
604,E7,1,0.6,e0
605,E7,17,0.6,b0
606,E7,17,0.6,d0
607,E7,29,0.6,a1
608,E7,29,0.6,c1
609,E7,29,0.6,e1
610,E7,29,0.6,g1
611,E7,32,0.6,b1
612,E7,32,0.6,d1
613,E7,32,0.6,f1
614,E8,1,0.6,a0
615,E8,1,0.6,c0
616,E8,1,0.6,e0
617,E8,17,0.6,b0
618,E8,17,0.6,d0
619,E8,29,0.6,a1
620,E8,29,0.6,c1
621,E8,29,0.6,e1
622,E8,29,0.6,g1
623,E8,32,0.6,b1
624,E8,32,0.6,d1
625,E8,32,0.6,f1
626,E9,1,0.6,a0
627,E9,1,0.6,c0
628,E9,1,0.6,e0
629,E9,17,0.6,b0
630,E9,17,0.6,d0
631,E9,29,0.6,a1
632,E9,29,0.6,c1
633,E9,29,0.6,e1
634,E9,29,0.6,g1
635,E9,32,0.6,b1
636,E9,32,0.6,d1
637,E9,32,0.6,f1
638,F1,1,0.6,a0
639,F1,1,0.6,d0
640,F1,17,0.6,c0
641,F1,17,0.6,e0
642,F1,18,0.6,b0
643,F1,29,0.6,a1
644,F1,29,0.6,a2
645,F1,29,0.6,c1
646,F1,29,0.6,c2
647,F1,29,0.6,e1
648,F1,29,0.6,e2
649,F1,29,0.6,g1
650,F1,29,0.6,g2
651,F1,32,0.6,b1
652,F1,32,0.6,b2
653,F1,32,0.6,d1
654,F1,32,0.6,d2
655,F1,32,0.6,f1
656,F1,32,0.6,f2
657,F2,1,0.6,a0
658,F2,1,0.6,c0
659,F2,1,0.6,e0
660,F2,17,0.6,b0
661,F2,17,0.6,d0
662,F2,29,0.6,a1
663,F2,29,0.6,a2
664,F2,29,0.6,c1
665,F2,29,0.6,c2
666,F2,29,0.6,e1
667,F2,29,0.6,e2
668,F2,29,0.6,g1
669,F2,29,0.6,g2
670,F2,32,0.6,b1
671,F2,32,0.6,b2
672,F2,32,0.6,d1
673,F2,32,0.6,d2
674,F2,32,0.6,f1
675,F2,32,0.6,f2
676,F3,1,0.6,a0
677,F3,1,0.6,c0
678,F3,1,0.6,e0
679,F3,17,0.6,b0
680,F3,18,0.6,d0
681,F3,29,0.6,a1
682,F3,29,0.6,a2
683,F3,29,0.6,c1
684,F3,29,0.6,c2
685,F3,29,0.6,e1
686,F3,29,0.6,e2
687,F3,29,0.6,g1
688,F3,29,0.6,g2
689,F3,32,0.6,b1
690,F3,32,0.6,b2
691,F3,32,0.6,d1
692,F3,32,0.6,d2
693,F3,32,0.6,f1
694,F3,32,0.6,f2
695,F4,1,0.6,a0
696,F4,1,0.6,c0
697,F4,1,0.6,e0
698,F4,17,0.6,b0
699,F4,17,0.6,d0
700,F4,29,0.6,a1
701,F4,29,0.6,a2
702,F4,29,0.6,c1
703,F4,29,0.6,c2
704,F4,29,0.6,e1
705,F4,29,0.6,e2
706,F4,29,0.6,g1
707,F4,29,0.6,g2
708,F4,32,0.6,b1
709,F4,32,0.6,b2
710,F4,32,0.6,d1
711,F4,32,0.6,d2
712,F4,32,0.6,f1
713,F4,32,0.6,f2
