,地块名称,作物编号,面积,季次
258,D2,37,10.0,f2
259,D3,16,7.0,a0
260,D3,16,7.0,b0
261,D3,16,7.0,c0
262,D3,16,7.0,d0
263,D3,16,7.0,e0
264,D3,16,7.0,f0
265,D3,16,7.0,g0
266,D3,17,11.024443,f1
267,D3,18,7.0,a0
268,D3,18,7.0,a1
269,D3,18,7.0,b0
270,D3,18,7.0,b1
271,D3,18,7.0,c0
272,D3,18,7.0,c1
273,D3,18,7.0,d0
274,D3,18,7.0,d1
275,D3,18,7.0,e0
276,D3,18,7.0,e1
277,D3,20,6.106622,a1
278,D3,20,4.7933182,c1
279,D3,20,6.637378,e1
280,D3,21,1.6507982,b1
281,D3,21,7.0,g0
282,D3,24,0.36262195,e1
283,D3,25,1.0545455,d1
284,D3,27,0.56610532,a1
285,D3,27,1.097561,c1
286,D3,28,0.41399889,c1
287,D3,30,0.69512195,b1
288,D3,30,0.69512195,c1
289,D3,30,0.69512195,d1
290,D3,34,0.32727273,a1
291,D3,35,14.0,a2
292,D3,35,14.0,c2
293,D3,35,14.0,e2
294,D3,35,14.0,g2
295,D3,37,14.0,b2
296,D3,37,14.0,d2
297,D3,37,14.0,f2
298,D4,16,3.0,a0
299,D4,16,3.0,b0
300,D4,16,3.0,c0
301,D4,16,3.0,d0
302,D4,16,3.0,e0
303,D4,16,3.0,f0
304,D4,16,3.0,g0
305,D4,17,3.0,d1
306,D4,17,0.92,g0
307,D4,18,3.0,a0
308,D4,18,3.0,a1
309,D4,18,3.0,b0
310,D4,18,3.0,b1
311,D4,18,3.0,c0
312,D4,18,3.0,c1
313,D4,18,3.0,d1
314,D4,18,3.0,e0
315,D4,18,3.0,e1
316,D4,18,1.7172361,f1
317,D4,19,2.08,g0
318,D4,20,3.0,b1
319,D4,20,3.0,c1
320,D4,20,4.2827639,f1
321,D4,21,0.84789357,e1
322,D4,25,1.0545455,e1
323,D4,27,1.097561,e1
324,D4,28,3.0,a1
325,D4,35,6.0,a2
326,D4,35,6.0,c2
327,D4,35,6.0,e2
328,D4,35,6.0,g2
329,D4,37,6.0,b2
330,D4,37,6.0,d2
331,D4,37,6.0,f2
332,D5,16,7.66,a0
333,D5,16,2.34,b0
334,D5,16,7.66,c0
335,D5,16,2.34,d0
336,D5,16,7.66,e0
337,D5,16,2.34,f0
338,D5,16,7.66,g0
339,D5,17,5.32,b1
340,D5,17,5.32,d1
341,D5,18,2.34,a0
342,D5,18,7.66,a1
343,D5,18,2.34,b0
344,D5,18,2.34,b1
345,D5,18,2.34,c0
346,D5,18,7.66,c1
347,D5,18,2.34,d0
348,D5,18,2.34,d1
349,D5,18,2.34,e0
350,D5,18,7.66,e1
351,D5,19,2.08,f1
352,D5,20,2.34,b1
353,D5,25,1.0545455,a1
354,D5,28,1.2854545,a1
355,D5,28,2.34,c1
356,D5,28,2.34,d1
357,D5,28,2.34,e1
358,D5,28,2.34,g0
359,D5,35,10.0,a2
360,D5,35,10.0,c2
361,D5,35,10.0,e2
362,D5,35,10.0,g2
363,D5,37,10.0,b2
364,D5,37,10.0,d2
365,D5,37,10.0,f2
366,D6,16,12.0,a0
367,D6,16,12.0,c0
368,D6,16,12.0,e0
369,D6,16,12.0,g0
370,D6,17,9.7027639,a1
371,D6,17,6.0,c1
372,D6,17,6.0,e1
373,D6,18,0.21723614,a1
374,D6,18,6.0,b0
375,D6,18,6.0,b1
376,D6,18,6.0,c1
377,D6,18,6.0,d0
378,D6,18,6.0,d1
379,D6,18,6.0,e1
380,D6,18,6.0,f1
381,D6,19,2.08,a1
382,D6,20,10.717236,g1
383,D6,25,1.0545455,f1
384,D6,28,6.0,d1
385,D6,28,1.2827639,g1
386,D6,30,0.055121951,f1
387,D6,33,0.324,b1
388,D6,35,12.0,a2
389,D6,35,12.0,c2
390,D6,35,12.0,e2
391,D6,35,12.0,g2
392,D6,37,12.0,b2
393,D6,37,12.0,d2
394,D6,37,12.0,f2
395,D7,16,11.0,a0
396,D7,16,11.0,b0
397,D7,16,11.0,c0
398,D7,16,11.0,d0
399,D7,16,11.0,e0
400,D7,16,11.0,f0
401,D7,16,11.0,g0
402,D7,18,11.0,a0
403,D7,18,11.0,a1
404,D7,18,11.0,b0
405,D7,18,11.0,b1
406,D7,18,11.0,c0
407,D7,18,11.0,c1
408,D7,18,11.0,d0
409,D7,18,11.0,d1
410,D7,18,11.0,e0
411,D7,18,11.0,e1
412,D7,18,9.6307373,g0
413,D7,18,3.8092627,g1
414,D7,20,8.893378,a1
415,D7,21,8.3692627,c1
416,D7,21,8.2525,d1
417,D7,21,7.5213692,e1
418,D7,21,1.3692627,g0
419,D7,24,1.0875,a1
420,D7,28,11.0,b1
421,D7,28,2.6307373,c1
422,D7,28,2.7475,d1
423,D7,28,3.4786308,e1
424,D7,30,0.69512195,a1
425,D7,33,0.324,a1
426,D7,33,0.324,f1
427,D7,35,22.0,a2
428,D7,35,22.0,c2
429,D7,35,22.0,e2
430,D7,35,22.0,g2
431,D7,37,22.0,b2
432,D7,37,22.0,d2
433,D7,37,22.0,f2
434,D8,16,10.0,a0
435,D8,16,10.0,b0
436,D8,16,10.0,c0
437,D8,16,10.0,d0
438,D8,16,10.0,e0
439,D8,16,2.1199557,f0
440,D8,16,17.880044,g0
441,D8,17,6.5117816,g1
442,D8,18,10.0,a0
443,D8,18,10.0,a1
444,D8,18,10.0,b0
445,D8,18,10.0,b1
446,D8,18,10.0,c0
447,D8,18,10.0,c1
448,D8,18,10.0,d0
449,D8,18,10.0,d1
450,D8,18,10.0,e0
451,D8,18,10.0,e1
452,D8,20,0.66,b1
453,D8,20,7.2066818,c1
454,D8,20,7.5,d1
455,D8,20,4.0798581,e1
456,D8,21,3.1979545,a1
457,D8,21,8.154939,b1
458,D8,21,0.89479823,d1
459,D8,21,8.9125,f1
460,D8,24,1.0875,c1
461,D8,24,1.0875,d1
462,D8,24,1.0875,g1
463,D8,25,1.0545455,c1
464,D8,27,1.097561,b1
465,D8,27,1.097561,g0
466,D8,28,6.8020455,a1
467,D8,28,0.0875,b1
468,D8,28,5.2688692,e1
469,D8,28,11.0875,f1
470,D8,28,7.4647361,g1
471,D8,30,0.69512195,g0
472,D8,33,0.324,c1
473,D8,33,0.324,e1
474,D8,33,0.324,g1
475,D8,34,0.32727273,c1
476,D8,34,0.32727273,e1
477,D8,34,0.32727273,g0
478,D8,35,20.0,a2
479,D8,35,20.0,c2
480,D8,35,20.0,e2
481,D8,35,20.0,g2
482,D8,37,20.0,b2
483,D8,37,20.0,d2
484,D8,37,20.0,f2
485,E1,1,0.6,d1
486,E1,19,0.6,c0
487,E1,2,0.6,e0
488,E1,21,0.6,a1
489,E1,21,0.6,c1
490,E1,21,0.6,e1
491,E1,21,0.6,g1
492,E1,22,0.6,b1
493,E1,22,0.6,f1
494,E1,3,0.6,b0
495,E1,4,0.6,a0
496,E10,1,0.6,e0
497,E10,2,0.6,d0
498,E10,21,0.6,b1
499,E10,21,0.6,d1
500,E10,21,0.6,f1
501,E10,22,0.6,a1
502,E10,22,0.6,c1
503,E10,22,0.6,g1
504,E10,31,0.6,e1
505,E10,4,0.6,b0
506,E10,5,0.6,a0
507,E10,5,0.6,c0
508,E11,2,0.6,c0
509,E11,21,0.6,b1
510,E11,21,0.6,d1
511,E11,21,0.6,f1
512,E11,22,0.32727273,a1
513,E11,22,0.6,e1
514,E11,23,0.27272727,c1
515,E11,31,0.27272727,a1
516,E11,31,0.32727273,c1
517,E11,31,0.6,g1
518,E11,4,0.6,a0
519,E11,4,0.6,d0
520,E11,5,0.6,b0
521,E11,5,0.6,e0
522,E12,1,0.6,d0
523,E12,19,0.6,a0
524,E12,19,0.6,c0
525,E12,2,0.6,e0
526,E12,21,0.6,b1
527,E12,21,0.6,d1
528,E12,21,0.6,f1
529,E12,22,0.6,c1
530,E12,22,0.6,e1
531,E12,22,0.6,g1
532,E12,23,0.27272727,a1
533,E12,31,0.32727273,a1
534,E12,4,0.6,b0
535,E13,17,0.6,d0
536,E13,19,0.6,b0
537,E13,21,0.6,a1
538,E13,21,0.6,c1
539,E13,21,0.6,e1
540,E13,21,0.6,g1
541,E13,22,0.6,b1
542,E13,22,0.6,d1
543,E13,22,0.37235772,f1
544,E13,23,0.22764228,f1
545,E13,3,0.6,c0
546,E13,4,0.6,e0
547,E13,5,0.6,a0
548,E14,1,0.6,d0
549,E14,17,0.6,f1
550,E14,18,0.6,c0
551,E14,19,0.6,b0
552,E14,21,0.6,a1
553,E14,21,0.6,c1
554,E14,21,0.6,e1
555,E14,21,0.6,g1
556,E14,22,0.6,d1
557,E14,3,0.6,a0
558,E14,31,0.6,b1
559,E14,4,0.6,e0
560,E15,1,0.6,e0
561,E15,17,0.6,c0
562,E15,18,0.6,a0
563,E15,2,0.6,b0
564,E15,2,0.6,d0
565,E15,21,0.6,b1
566,E15,21,0.6,d1
567,E15,21,0.6,f1
568,E15,22,0.6,a1
569,E15,22,0.6,c1
570,E15,22,0.6,e1
571,E15,22,0.6,g1
572,E15,38,0.6,a2
573,E15,38,0.6,c2
574,E15,38,0.6,e2
575,E15,38,0.6,g2
576,E15,40,0.6,b2
577,E15,40,0.6,d2
578,E15,40,0.6,f2
579,E16,1,0.6,c0
580,E16,17,0.6,a0
581,E16,19,0.6,d0
582,E16,2,0.6,b0
583,E16,2,0.6,e0
584,E16,21,0.6,a1
585,E16,21,0.6,c1
586,E16,21,0.6,e1
587,E16,21,0.6,g1
588,E16,22,0.6,d1
589,E16,31,0.6,f1
590,E2,1,0.6,b0
591,E2,17,0.6,d0
592,E2,18,0.6,a0
593,E2,21,0.6,b1
594,E2,21,0.6,d1
595,E2,21,0.6,f1
596,E2,22,0.6,a1
597,E2,22,0.6,c1
598,E2,22,0.6,e1
599,E2,22,0.6,g1
600,E2,4,0.6,c0
601,E2,4,0.6,e0
602,E3,1,0.6,b0
603,E3,1,0.6,e0
604,E3,2,0.6,a0
605,E3,2,0.6,d0
606,E3,21,0.6,a1
607,E3,21,0.6,c1
608,E3,21,0.6,e1
609,E3,21,0.6,g1
610,E3,22,0.6,b1
611,E3,22,0.6,f1
612,E3,23,0.22764228,d1
613,E3,31,0.092727273,d1
614,E3,4,0.6,c0
615,E4,1,0.6,a0
616,E4,1,0.6,c0
617,E4,1,0.6,e0
618,E4,17,0.27963045,f1
619,E4,19,0.6,d0
620,E4,21,0.32727273,a1
621,E4,21,0.27272727,b1
622,E4,21,0.32727273,c1
623,E4,21,0.27272727,d1
624,E4,21,0.32727273,e1
625,E4,21,0.27272727,f1
626,E4,21,0.32727273,g1
627,E4,22,0.27272727,a1
628,E4,22,0.067317073,b1
629,E4,22,0.32727273,d1
630,E4,22,0.047642276,f1
631,E4,22,0.27272727,g1
632,E4,23,0.22764228,b1
633,E4,23,0.27272727,e1
634,E4,31,0.27272727,c1
635,E4,5,0.6,b0
636,E5,17,0.6,d0
637,E5,19,0.6,a0
638,E5,2,0.6,c0
639,E5,2,0.6,e0
640,E5,21,0.6,a1
641,E5,21,0.6,c1
642,E5,21,0.6,e1
643,E5,21,0.6,g1
644,E5,22,0.6,b1
645,E5,22,0.6,d1
646,E5,22,0.6,f1
647,E5,5,0.6,b0
648,E6,1,0.6,d0
649,E6,18,0.6,b0
650,E6,19,0.6,a0
651,E6,21,0.6,a1
652,E6,21,0.6,c1
653,E6,21,0.6,e1
654,E6,21,0.6,g1
655,E6,22,0.6,b1
656,E6,22,0.092727273,d1
657,E6,22,0.6,f1
658,E6,31,0.50727273,d1
659,E6,4,0.6,c0
660,E6,5,0.6,e0
661,E7,1,0.6,e0
662,E7,2,0.6,b0
663,E7,2,0.6,d0
664,E7,21,0.6,b1
665,E7,21,0.6,d1
666,E7,21,0.6,f1
667,E7,22,0.6,a1
668,E7,22,0.6,c1
669,E7,22,0.6,e1
670,E7,22,0.6,g1
671,E7,4,0.6,a0
672,E7,5,0.6,c0
673,E8,1,0.6,a0
674,E8,1,0.6,d0
675,E8,2,0.6,b0
676,E8,21,0.24731707,a1
677,E8,21,0.35268293,b1
678,E8,21,0.24731707,c1
679,E8,21,0.35268293,d1
680,E8,21,0.24731707,e1
681,E8,21,0.35268293,f1
682,E8,21,0.24731707,g1
683,E8,22,0.35268293,a1
684,E8,22,0.35268293,c1
685,E8,22,0.24731707,d1
686,E8,22,0.35268293,e1
687,E8,22,0.24731707,f1
688,E8,22,0.079955654,g1
689,E8,23,0.27272727,g1
690,E8,3,0.6,e0
691,E8,4,0.6,c0
692,E9,1,0.6,e0
693,E9,17,0.6,c0
694,E9,18,0.6,b0
695,E9,2,0.6,a0
696,E9,2,0.6,d0
697,E9,21,0.6,a1
698,E9,21,0.6,c1
699,E9,21,0.6,e1
700,E9,21,0.6,g1
701,E9,22,0.6,b1
702,E9,22,0.6,d1
703,E9,22,0.6,f1
704,F1,17,0.6,b0
705,F1,19,0.6,e0
706,F1,2,0.6,d0
707,F1,22,0.41666667,a1
708,F1,22,0.41666667,a2
709,F1,22,0.18333333,b1
710,F1,22,0.18333333,b2
711,F1,22,0.41666667,c1
712,F1,22,0.41666667,c2
713,F1,22,0.18333333,d1
714,F1,22,0.18333333,d2
715,F1,22,0.41666667,e1
716,F1,22,0.41666667,e2
717,F1,22,0.18333333,f1
718,F1,22,0.18333333,f2
719,F1,22,0.41666667,g1
720,F1,22,0.41666667,g2
721,F1,23,0.049593496,d2
722,F1,23,0.049593496,f2
723,F1,26,0.32073171,b1
724,F1,26,0.41666667,b2
725,F1,26,0.18333333,c2
726,F1,26,0.36707317,d2
727,F1,26,0.18333333,e1
728,F1,26,0.066666667,e2
729,F1,26,0.067073171,f2
730,F1,26,0.18333333,g1
731,F1,29,0.18333333,a1
732,F1,29,0.18333333,a2
733,F1,29,0.095934959,b1
734,F1,29,0.11666667,d1
735,F1,29,0.41666667,f1
736,F1,3,0.6,c0
737,F1,32,0.18333333,c1
738,F1,32,0.3,d1
739,F1,32,0.11666667,e2
740,F1,32,0.18333333,g2
741,F1,34,0.3,f2
742,F1,4,0.6,a0
743,F2,17,0.6,a0
744,F2,18,0.6,c0
745,F2,19,0.6,e0
746,F2,22,0.41666667,a1
747,F2,22,0.41666667,a2
748,F2,22,0.18333333,b1
749,F2,22,0.18333333,b2
750,F2,22,0.41666667,c1
751,F2,22,0.41666667,c2
752,F2,22,0.18333333,d1
753,F2,22,0.18333333,d2
754,F2,22,0.41666667,e1
755,F2,22,0.41666667,e2
756,F2,22,0.18333333,f1
757,F2,22,0.18333333,f2
758,F2,22,0.41666667,g1
759,F2,22,0.41666667,g2
760,F2,23,0.049593496,b1
761,F2,26,0.18333333,a1
762,F2,26,0.18333333,a2
763,F2,26,0.32073171,f1
764,F2,26,0.41666667,f2
765,F2,29,0.41666667,b2
766,F2,29,0.18333333,c1
767,F2,29,0.18333333,c2
768,F2,29,0.41666667,d1
769,F2,29,0.41666667,d2
770,F2,29,0.18333333,e2
771,F2,29,0.095934959,f1
772,F2,29,0.18333333,g1
773,F2,29,0.18333333,g2
774,F2,32,0.3,b1
775,F2,32,0.18333333,e1
776,F2,34,0.067073171,b1
777,F2,5,0.6,b0
778,F2,5,0.6,d0
779,F3,1,0.6,d0
780,F3,17,0.6,c0
781,F3,17,0.6,e0
782,F3,19,0.6,b0
783,F3,22,0.45406504,a1
784,F3,22,0.45406504,a2
785,F3,22,0.14593496,b1
786,F3,22,0.14593496,b2
787,F3,22,0.45406504,c1
788,F3,22,0.45406504,c2
789,F3,22,0.14593496,d1
790,F3,22,0.14593496,d2
791,F3,22,0.45406504,e1
792,F3,22,0.45406504,e2
793,F3,22,0.14593496,f1
794,F3,22,0.14593496,f2
795,F3,22,0.45406504,g1
796,F3,22,0.45406504,g2
797,F3,26,0.14593496,a1
798,F3,26,0.14593496,a2
799,F3,26,0.22113821,b1
800,F3,26,0.14593496,c1
801,F3,26,0.029268293,c2
802,F3,26,0.45406504,d1
803,F3,26,0.13739837,d2
804,F3,26,0.14593496,e2
805,F3,26,0.15406504,f1
806,F3,26,0.14593496,g1
807,F3,26,0.14593496,g2
808,F3,29,0.45406504,b2
809,F3,29,0.016666667,d2
810,F3,29,0.14593496,e1
811,F3,29,0.45406504,f2
812,F3,32,0.11666667,c2
813,F3,32,0.3,f1
814,F3,34,0.23292683,b1
815,F3,34,0.3,d2
816,F3,5,0.6,a0
817,F4,17,0.6,c0
818,F4,17,0.6,e0
819,F4,2,0.6,a0
820,F4,22,0.6,b1
821,F4,22,0.6,b2
822,F4,22,0.6,d1
823,F4,22,0.6,d2
824,F4,22,0.6,f1
825,F4,22,0.6,f2
826,F4,26,0.3,a2
827,F4,26,0.6,c1
828,F4,26,0.56260163,e2
829,F4,26,0.48333333,g2
830,F4,29,0.6,a1
831,F4,29,0.6,c2
832,F4,29,0.6,e1
833,F4,29,0.037398374,e2
834,F4,29,0.6,g1
835,F4,32,0.3,a2
836,F4,32,0.11666667,g2
837,F4,4,0.6,d0
838,F4,5,0.6,b0
