,地块名称,作物编号,面积,季次
262,D3,17,7.0,e0
263,D3,17,7.0,e1
264,D3,18,7.0,c0
265,D3,29,7.0,a0
266,D3,29,7.0,a1
267,D3,29,7.0,b0
268,D3,29,7.0,b1
269,D3,29,7.0,c0
270,D3,29,7.0,c1
271,D3,29,7.0,d0
272,D3,29,7.0,d1
273,D3,29,7.0,e0
274,D3,29,7.0,e1
275,D3,29,7.0,f0
276,D3,29,7.0,f1
277,D3,29,7.0,g0
278,D3,29,7.0,g1
279,D3,30,0.69512195,g1
280,D3,32,7.0,f0
281,D3,32,7.0,f1
282,D3,32,7.0,g0
283,D3,32,5.980878,g1
284,D3,33,0.324,g1
285,D3,35,14.0,a2
286,D3,35,14.0,c2
287,D3,35,14.0,e2
288,D3,35,14.0,g2
289,D3,37,14.0,b2
290,D3,37,14.0,d2
291,D3,37,14.0,f2
292,D4,17,3.0,a0
293,D4,17,3.0,a1
294,D4,17,3.0,b0
295,D4,17,3.0,b1
296,D4,17,3.0,c0
297,D4,17,3.0,c1
298,D4,17,3.0,d0
299,D4,17,3.0,d1
300,D4,17,3.0,e0
301,D4,17,3.0,e1
302,D4,17,0.825,f0
303,D4,17,3.0,g0
304,D4,22,2.175,f0
305,D4,27,1.097561,g1
306,D4,29,3.0,a0
307,D4,29,3.0,a1
308,D4,29,3.0,b0
309,D4,29,3.0,b1
310,D4,29,3.0,c0
311,D4,29,3.0,c1
312,D4,29,3.0,d0
313,D4,29,3.0,d1
314,D4,29,3.0,e0
315,D4,29,3.0,e1
316,D4,29,3.0,f0
317,D4,29,3.0,f1
318,D4,29,3.0,g0
319,D4,29,3.0,g1
320,D4,32,3.0,f1
321,D4,32,1.902439,g1
322,D4,35,6.0,a2
323,D4,35,6.0,c2
324,D4,35,6.0,e2
325,D4,35,6.0,g2
326,D4,37,6.0,b2
327,D4,37,6.0,d2
328,D4,37,6.0,f2
329,D5,17,5.0,a0
330,D5,17,5.0,b0
331,D5,17,5.0,b1
332,D5,17,5.0,c0
333,D5,17,2.92,c1
334,D5,17,5.0,d1
335,D5,17,5.0,e0
336,D5,17,4.48,e1
337,D5,17,5.0,f0
338,D5,18,5.0,a1
339,D5,18,5.0,d0
340,D5,18,0.52,e1
341,D5,19,2.08,c1
342,D5,29,5.0,a0
343,D5,29,5.0,a1
344,D5,29,5.0,b0
345,D5,29,5.0,b1
346,D5,29,5.0,c0
347,D5,29,5.0,c1
348,D5,29,5.0,d0
349,D5,29,5.0,d1
350,D5,29,5.0,e0
351,D5,29,5.0,e1
352,D5,29,10.0,g0
353,D5,29,10.0,g1
354,D5,30,0.69512195,f0
355,D5,32,4.304878,f0
356,D5,32,10.0,f1
357,D5,35,10.0,a2
358,D5,35,10.0,c2
359,D5,35,10.0,e2
360,D5,35,10.0,g2
361,D5,37,10.0,b2
362,D5,37,10.0,d2
363,D5,37,10.0,f2
364,D6,17,6.0,a0
365,D6,17,6.0,a1
366,D6,17,2.98,b0
367,D6,17,6.0,b1
368,D6,17,6.0,c0
369,D6,17,6.0,c1
370,D6,17,6.0,d0
371,D6,17,6.0,d1
372,D6,17,6.0,e0
373,D6,17,6.0,e1
374,D6,17,1.8971622,f0
375,D6,18,3.02,b0
376,D6,19,1.3894349,g0
377,D6,26,1.0621622,g1
378,D6,29,6.0,a0
379,D6,29,6.0,a1
380,D6,29,6.0,b0
381,D6,29,6.0,b1
382,D6,29,6.0,c0
383,D6,29,6.0,c1
384,D6,29,6.0,d0
385,D6,29,6.0,d1
386,D6,29,6.0,e0
387,D6,29,6.0,e1
388,D6,29,1.3894349,f0
389,D6,29,1.3894349,f1
390,D6,29,10.610565,g0
391,D6,29,10.610565,g1
392,D6,32,8.7134029,f0
393,D6,32,10.610565,f1
394,D6,34,0.32727273,g1
395,D6,35,12.0,a2
396,D6,35,12.0,c2
397,D6,35,12.0,e2
398,D6,35,12.0,g2
399,D6,37,12.0,b2
400,D6,37,12.0,d2
401,D6,37,12.0,f2
402,D7,17,11.0,a0
403,D7,17,8.92,a1
404,D7,17,11.0,b0
405,D7,17,11.0,b1
406,D7,17,11.0,c0
407,D7,17,4.56,c1
408,D7,17,11.0,d0
409,D7,17,11.0,d1
410,D7,17,11.0,e0
411,D7,17,11.0,e1
412,D7,18,6.44,c1
413,D7,19,2.08,a1
414,D7,27,1.097561,f0
415,D7,29,11.0,a0
416,D7,29,11.0,a1
417,D7,29,11.0,b0
418,D7,29,11.0,b1
419,D7,29,11.0,c0
420,D7,29,11.0,c1
421,D7,29,11.0,d0
422,D7,29,11.0,d1
423,D7,29,11.0,e0
424,D7,29,11.0,e1
425,D7,29,22.0,g0
426,D7,29,22.0,g1
427,D7,32,20.251166,f0
428,D7,32,22.0,f1
429,D7,33,0.324,f0
430,D7,34,0.32727273,f0
431,D7,35,22.0,a2
432,D7,35,22.0,c2
433,D7,35,22.0,e2
434,D7,35,22.0,g2
435,D7,37,22.0,b2
436,D7,37,22.0,d2
437,D7,37,22.0,f2
438,D8,17,1.56,a0
439,D8,17,10.0,a1
440,D8,17,10.0,b0
441,D8,17,10.0,b1
442,D8,17,10.0,c0
443,D8,17,10.0,c1
444,D8,17,1.56,d0
445,D8,17,10.0,d1
446,D8,17,10.0,e0
447,D8,18,8.44,a0
448,D8,18,8.44,d0
449,D8,18,10.0,e1
450,D8,29,10.0,a0
451,D8,29,10.0,a1
452,D8,29,10.0,b0
453,D8,29,10.0,b1
454,D8,29,10.0,c0
455,D8,29,10.0,c1
456,D8,29,10.0,d0
457,D8,29,10.0,d1
458,D8,29,10.0,e0
459,D8,29,10.0,e1
460,D8,29,20.0,g0
461,D8,29,20.0,g1
462,D8,32,20.0,f0
463,D8,32,20.0,f1
464,D8,35,20.0,a2
465,D8,35,20.0,c2
466,D8,35,20.0,e2
467,D8,35,20.0,g2
468,D8,37,20.0,b2
469,D8,37,20.0,d2
470,D8,37,20.0,f2
471,E1,1,0.6,d0
472,E1,19,0.6,c0
473,E1,2,0.6,e0
474,E1,22,0.6,a1
475,E1,22,0.6,c1
476,E1,22,0.6,e1
477,E1,22,0.6,g1
478,E1,29,0.6,b1
479,E1,29,0.6,d1
480,E1,29,0.6,f1
481,E1,3,0.6,b0
482,E1,4,0.6,a0
483,E10,1,0.6,e0
484,E10,2,0.6,d0
485,E10,22,0.6,a1
486,E10,22,0.6,c1
487,E10,22,0.6,e1
488,E10,22,0.6,g1
489,E10,29,0.6,b1
490,E10,29,0.6,d1
491,E10,29,0.6,f1
492,E10,4,0.6,b0
493,E10,5,0.6,a0
494,E10,5,0.6,c0
495,E11,2,0.6,c0
496,E11,22,0.6,a1
497,E11,22,0.6,c1
498,E11,22,0.6,e1
499,E11,22,0.6,g1
500,E11,29,0.6,b1
501,E11,29,0.6,d1
502,E11,29,0.6,f1
503,E11,4,0.6,a0
504,E11,4,0.6,d0
505,E11,5,0.6,b0
506,E11,5,0.6,e0
507,E12,1,0.6,d0
508,E12,19,0.6,a0
509,E12,19,0.6,c0
510,E12,2,0.6,e0
511,E12,22,0.27,a1
512,E12,22,0.33,b1
513,E12,22,0.27,c1
514,E12,22,0.33,d1
515,E12,22,0.27,e1
516,E12,22,0.33,f1
517,E12,22,0.27,g1
518,E12,29,0.33,a1
519,E12,29,0.27,b1
520,E12,29,0.33,c1
521,E12,29,0.27,d1
522,E12,29,0.33,e1
523,E12,29,0.27,f1
524,E12,29,0.33,g1
525,E12,4,0.6,b0
526,E13,17,0.6,d0
527,E13,19,0.6,b0
528,E13,22,0.6,a1
529,E13,22,0.6,c1
530,E13,22,0.6,e1
531,E13,22,0.6,g1
532,E13,29,0.6,b1
533,E13,29,0.6,d1
534,E13,29,0.6,f1
535,E13,3,0.6,c0
536,E13,4,0.6,e0
537,E13,5,0.6,a0
538,E14,1,0.6,d0
539,E14,18,0.6,c0
540,E14,19,0.6,b0
541,E14,22,0.6,a1
542,E14,22,0.6,c1
543,E14,22,0.6,e1
544,E14,22,0.6,g1
545,E14,29,0.6,b1
546,E14,29,0.6,d1
547,E14,29,0.6,f1
548,E14,3,0.6,a0
549,E14,4,0.6,e0
550,E15,1,0.6,e0
551,E15,17,0.6,c0
552,E15,18,0.6,a0
553,E15,2,0.6,b0
554,E15,2,0.6,d0
555,E15,22,0.6,a1
556,E15,22,0.6,c1
557,E15,22,0.6,e1
558,E15,22,0.6,g1
559,E15,29,0.6,b1
560,E15,29,0.6,d1
561,E15,29,0.6,f1
562,E15,38,0.6,a2
563,E15,38,0.6,c2
564,E15,38,0.6,e2
565,E15,38,0.6,g2
566,E15,40,0.6,b2
567,E15,40,0.6,d2
568,E15,40,0.6,f2
569,E16,1,0.6,c0
570,E16,17,0.6,a0
571,E16,19,0.6,d0
572,E16,2,0.6,b0
573,E16,2,0.6,e0
574,E16,22,0.6,a1
575,E16,22,0.6,c1
576,E16,22,0.6,e1
577,E16,22,0.6,g1
578,E16,29,0.6,b1
579,E16,29,0.6,d1
580,E16,29,0.6,f1
581,E2,1,0.6,b0
582,E2,17,0.6,d0
583,E2,18,0.6,a0
584,E2,22,0.6,b1
585,E2,22,0.6,d1
586,E2,22,0.6,f1
587,E2,29,0.6,a1
588,E2,29,0.6,c1
589,E2,29,0.6,e1
590,E2,29,0.6,g1
591,E2,4,0.6,c0
592,E2,4,0.6,e0
593,E3,1,0.6,b0
594,E3,1,0.6,e0
595,E3,2,0.6,a0
596,E3,2,0.6,d0
597,E3,22,0.6,b1
598,E3,22,0.6,d1
599,E3,22,0.6,f1
600,E3,29,0.6,a1
601,E3,29,0.6,c1
602,E3,29,0.6,e1
603,E3,29,0.6,g1
604,E3,4,0.6,c0
605,E4,1,0.6,a0
606,E4,1,0.6,c0
607,E4,1,0.6,e0
608,E4,19,0.6,d0
609,E4,22,0.6,b1
610,E4,22,0.6,d1
611,E4,22,0.6,f1
612,E4,29,0.6,a1
613,E4,29,0.6,c1
614,E4,29,0.6,e1
615,E4,29,0.6,g1
616,E4,5,0.6,b0
617,E5,17,0.6,d0
618,E5,19,0.6,a0
619,E5,2,0.6,c0
620,E5,2,0.6,e0
621,E5,22,0.6,b1
622,E5,22,0.6,d1
623,E5,22,0.6,f1
624,E5,29,0.6,a1
625,E5,29,0.6,c1
626,E5,29,0.6,e1
627,E5,29,0.6,g1
628,E5,5,0.6,b0
629,E6,1,0.6,d0
630,E6,18,0.6,b0
631,E6,19,0.6,a0
632,E6,22,0.6,b1
633,E6,22,0.6,d1
634,E6,22,0.6,f1
635,E6,29,0.6,a1
636,E6,29,0.6,c1
637,E6,29,0.6,e1
638,E6,29,0.6,g1
639,E6,4,0.6,c0
640,E6,5,0.6,e0
641,E7,1,0.6,e0
642,E7,2,0.6,b0
643,E7,2,0.6,d0
644,E7,22,0.6,a1
645,E7,22,0.6,c1
646,E7,22,0.6,e1
647,E7,22,0.6,g1
648,E7,29,0.6,b1
649,E7,29,0.6,d1
650,E7,29,0.6,f1
651,E7,4,0.6,a0
652,E7,5,0.6,c0
653,E8,1,0.6,a0
654,E8,1,0.6,d0
655,E8,2,0.6,b0
656,E8,22,0.6,a1
657,E8,22,0.6,c1
658,E8,22,0.6,e1
659,E8,22,0.6,g1
660,E8,29,0.6,b1
661,E8,29,0.6,d1
662,E8,29,0.6,f1
663,E8,3,0.6,e0
664,E8,4,0.6,c0
665,E9,1,0.6,e0
666,E9,17,0.6,c0
667,E9,18,0.6,b0
668,E9,2,0.6,a0
669,E9,2,0.6,d0
670,E9,22,0.6,b1
671,E9,22,0.6,d1
672,E9,22,0.6,f1
673,E9,29,0.6,a1
674,E9,29,0.6,c1
675,E9,29,0.6,e1
676,E9,29,0.6,g1
677,F1,17,0.6,b0
678,F1,19,0.6,e0
679,F1,2,0.6,d0
680,F1,22,0.43333333,b1
681,F1,22,0.6,b2
682,F1,26,0.16666667,b1
683,F1,29,0.6,a1
684,F1,29,0.6,a2
685,F1,29,0.6,c1
686,F1,29,0.6,c2
687,F1,29,0.6,e1
688,F1,29,0.6,e2
689,F1,29,0.6,g1
690,F1,29,0.6,g2
691,F1,3,0.6,c0
692,F1,32,0.6,d1
693,F1,32,0.6,d2
694,F1,32,0.6,f1
695,F1,32,0.6,f2
696,F1,4,0.6,a0
697,F2,17,0.6,a0
698,F2,18,0.6,c0
699,F2,19,0.6,e0
700,F2,22,0.6,d1
701,F2,22,0.6,d2
702,F2,26,0.19186992,b1
703,F2,26,0.6,b2
704,F2,29,0.6,a1
705,F2,29,0.6,a2
706,F2,29,0.6,c1
707,F2,29,0.6,c2
708,F2,29,0.6,e1
709,F2,29,0.6,e2
710,F2,29,0.6,g1
711,F2,29,0.6,g2
712,F2,32,0.40813008,b1
713,F2,32,0.6,f1
714,F2,32,0.6,f2
715,F2,5,0.6,b0
716,F2,5,0.6,d0
717,F3,1,0.6,d0
718,F3,17,0.6,c0
719,F3,17,0.6,e0
720,F3,19,0.6,b0
721,F3,22,0.45,b1
722,F3,22,0.45,b2
723,F3,22,0.45,d2
724,F3,26,0.041869919,d1
725,F3,29,0.45,a1
726,F3,29,0.45,a2
727,F3,29,0.15,b1
728,F3,29,0.15,b2
729,F3,29,0.45,c1
730,F3,29,0.45,c2
731,F3,29,0.15,d1
732,F3,29,0.15,d2
733,F3,29,0.45,e1
734,F3,29,0.45,e2
735,F3,29,0.15,f1
736,F3,29,0.15,f2
737,F3,29,0.45,g1
738,F3,29,0.45,g2
739,F3,32,0.15,a1
740,F3,32,0.15,a2
741,F3,32,0.15,c1
742,F3,32,0.15,c2
743,F3,32,0.40813008,d1
744,F3,32,0.15,e1
745,F3,32,0.15,e2
746,F3,32,0.45,f1
747,F3,32,0.45,f2
748,F3,32,0.15,g1
749,F3,32,0.15,g2
750,F3,5,0.6,a0
751,F4,17,0.6,c0
752,F4,17,0.6,e0
753,F4,2,0.6,a0
754,F4,22,0.28333333,d1
755,F4,26,0.31666667,d1
756,F4,26,0.6,d2
757,F4,29,0.6,a1
758,F4,29,0.6,a2
759,F4,29,0.6,c1
760,F4,29,0.6,c2
761,F4,29,0.6,e1
762,F4,29,0.6,e2
763,F4,29,0.6,g1
764,F4,29,0.6,g2
765,F4,32,0.6,b1
766,F4,32,0.6,b2
767,F4,32,0.6,f1
768,F4,32,0.6,f2
769,F4,4,0.6,d0
770,F4,5,0.6,b0
