,地块名称,作物编号,面积,季次
104,B4,3,28.0,d0
105,B5,11,25.0,f0
106,B5,13,25.0,g0
107,B5,2,25.0,a0
108,B5,2,25.0,c0
109,B5,2,25.0,e0
110,B5,3,25.0,b0
111,B5,3,25.0,d0
112,B6,11,86.0,f0
113,B6,13,86.0,g0
114,B6,2,86.0,a0
115,B6,2,86.0,c0
116,B6,2,86.0,e0
117,B6,3,86.0,b0
118,B6,3,86.0,d0
119,B7,11,55.0,f0
120,B7,13,55.0,g0
121,B7,2,55.0,a0
122,B7,2,55.0,c0
123,B7,2,55.0,e0
124,B7,3,55.0,b0
125,B7,3,55.0,d0
126,B8,11,44.0,f0
127,B8,13,44.0,g0
128,B8,2,44.0,a0
129,B8,2,44.0,c0
130,B8,2,44.0,e0
131,B8,3,44.0,b0
132,B8,3,44.0,d0
133,B9,11,50.0,f0
134,B9,13,50.0,g0
135,B9,2,50.0,a0
136,B9,2,50.0,c0
137,B9,2,50.0,e0
138,B9,3,50.0,b0
139,B9,3,50.0,d0
140,C1,11,15.0,f0
141,C1,13,15.0,g0
142,C1,2,15.0,a0
143,C1,2,15.0,c0
144,C1,2,15.0,e0
145,C1,3,15.0,b0
146,C1,3,15.0,d0
147,C2,11,13.0,f0
148,C2,13,13.0,g0
149,C2,2,13.0,a0
150,C2,2,13.0,c0
151,C2,2,13.0,e0
152,C2,3,13.0,b0
153,C2,3,13.0,d0
154,C3,11,15.0,f0
155,C3,13,15.0,g0
156,C3,2,15.0,a0
157,C3,2,15.0,c0
158,C3,2,15.0,e0
159,C3,3,15.0,b0
160,C3,3,15.0,d0
161,C4,11,18.0,f0
162,C4,13,18.0,g0
163,C4,2,18.0,a0
164,C4,2,18.0,c0
165,C4,2,18.0,e0
166,C4,3,18.0,b0
167,C4,3,18.0,d0
168,C5,11,27.0,f0
169,C5,13,27.0,g0
170,C5,2,27.0,a0
171,C5,2,27.0,c0
172,C5,2,27.0,e0
173,C5,3,27.0,b0
174,C5,3,27.0,d0
175,C6,11,20.0,f0
176,C6,13,20.0,g0
177,C6,2,20.0,a0
178,C6,2,20.0,c0
179,C6,2,20.0,e0
180,C6,3,20.0,b0
181,C6,3,20.0,d0
182,D1,17,7.5,a0
183,D1,17,7.5,a1
184,D1,17,7.5,b0
185,D1,17,7.5,b1
186,D1,17,7.5,c0
187,D1,17,7.5,c1
188,D1,17,7.5,d0
189,D1,17,7.5,d1
190,D1,17,7.5,e0
191,D1,17,7.5,e1
192,D1,29,7.5,a0
193,D1,29,7.5,a1
194,D1,29,7.5,b0
195,D1,29,7.5,b1
196,D1,29,7.5,c0
197,D1,29,7.5,c1
198,D1,29,7.5,d0
199,D1,29,7.5,d1
200,D1,29,7.5,e0
201,D1,29,7.5,e1
202,D1,29,15.0,g0
203,D1,29,15.0,g1
204,D1,32,15.0,f0
205,D1,32,15.0,f1
206,D1,35,15.0,a2
207,D1,35,15.0,c2
208,D1,35,15.0,e2
209,D1,35,15.0,g2
210,D1,37,15.0,b2
211,D1,37,15.0,d2
212,D1,37,15.0,f2
213,D2,17,5.0,a0
214,D2,17,5.0,a1
215,D2,17,5.0,b0
216,D2,17,5.0,b1
217,D2,17,5.0,c0
218,D2,17,5.0,c1
219,D2,17,5.0,d0
220,D2,17,5.0,d1
221,D2,17,5.0,e0
222,D2,17,5.0,e1
223,D2,29,5.0,a0
224,D2,29,5.0,a1
225,D2,29,5.0,b0
226,D2,29,5.0,b1
227,D2,29,5.0,c0
228,D2,29,5.0,c1
229,D2,29,5.0,d0
230,D2,29,5.0,d1
231,D2,29,5.0,e0
232,D2,29,5.0,e1
233,D2,29,10.0,g0
234,D2,29,10.0,g1
235,D2,32,10.0,f0
236,D2,32,10.0,f1
237,D2,35,10.0,a2
238,D2,35,10.0,c2
239,D2,35,10.0,e2
240,D2,35,10.0,g2
241,D2,37,10.0,b2
242,D2,37,10.0,d2
243,D2,37,10.0,f2
244,D3,17,7.0,a0
245,D3,17,7.0,a1
246,D3,17,7.0,b0
247,D3,17,7.0,b1
248,D3,17,7.0,c0
249,D3,17,7.0,c1
250,D3,17,7.0,d0
251,D3,17,7.0,d1
252,D3,17,7.0,e0
253,D3,17,7.0,e1
254,D3,29,7.0,a0
255,D3,29,7.0,a1
256,D3,29,7.0,b0
257,D3,29,7.0,b1
258,D3,29,7.0,c0
259,D3,29,7.0,c1
260,D3,29,7.0,d0
261,D3,29,7.0,d1
262,D3,29,7.0,e0
263,D3,29,7.0,e1
264,D3,29,14.0,g0
265,D3,29,14.0,g1
266,D3,32,14.0,f0
267,D3,32,14.0,f1
268,D3,35,14.0,a2
269,D3,35,14.0,c2
270,D3,35,14.0,e2
271,D3,35,14.0,g2
272,D3,37,14.0,b2
273,D3,37,14.0,d2
274,D3,37,14.0,f2
275,D4,17,3.0,a0
276,D4,17,3.0,a1
277,D4,17,3.0,b0
278,D4,17,3.0,b1
279,D4,17,3.0,c0
280,D4,17,3.0,c1
281,D4,17,3.0,d0
282,D4,17,3.0,d1
283,D4,17,3.0,e0
284,D4,17,3.0,e1
285,D4,29,3.0,a0
286,D4,29,3.0,a1
287,D4,29,3.0,b0
288,D4,29,3.0,b1
289,D4,29,3.0,c0
290,D4,29,3.0,c1
291,D4,29,3.0,d0
292,D4,29,3.0,d1
293,D4,29,3.0,e0
294,D4,29,3.0,e1
295,D4,29,6.0,g0
296,D4,29,6.0,g1
297,D4,32,6.0,f0
298,D4,32,6.0,f1
299,D4,35,6.0,a2
300,D4,35,6.0,c2
301,D4,35,6.0,e2
302,D4,35,6.0,g2
303,D4,37,6.0,b2
304,D4,37,6.0,d2
305,D4,37,6.0,f2
306,D5,17,5.0,a0
307,D5,17,5.0,a1
308,D5,17,5.0,b0
309,D5,17,5.0,b1
310,D5,17,5.0,c0
311,D5,17,5.0,c1
312,D5,17,5.0,d0
313,D5,17,5.0,d1
314,D5,17,5.0,e0
315,D5,17,5.0,e1
316,D5,29,5.0,a0
317,D5,29,5.0,a1
318,D5,29,5.0,b0
319,D5,29,5.0,b1
320,D5,29,5.0,c0
321,D5,29,5.0,c1
322,D5,29,5.0,d0
323,D5,29,5.0,d1
324,D5,29,5.0,e0
325,D5,29,5.0,e1
326,D5,29,10.0,g0
327,D5,29,10.0,g1
328,D5,32,10.0,f0
329,D5,32,10.0,f1
330,D5,35,10.0,a2
331,D5,35,10.0,c2
332,D5,35,10.0,e2
333,D5,35,10.0,g2
334,D5,37,10.0,b2
335,D5,37,10.0,d2
336,D5,37,10.0,f2
337,D6,17,6.0,a0
338,D6,17,6.0,a1
339,D6,17,6.0,b0
340,D6,17,6.0,b1
341,D6,17,6.0,c0
342,D6,17,6.0,c1
343,D6,17,6.0,d0
344,D6,17,6.0,d1
345,D6,17,6.0,e0
346,D6,17,6.0,e1
347,D6,29,6.0,a0
348,D6,29,6.0,a1
349,D6,29,6.0,b0
350,D6,29,6.0,b1
351,D6,29,6.0,c0
352,D6,29,6.0,c1
353,D6,29,6.0,d0
354,D6,29,6.0,d1
355,D6,29,6.0,e0
356,D6,29,6.0,e1
357,D6,29,12.0,g0
358,D6,29,12.0,g1
359,D6,32,12.0,f0
360,D6,32,12.0,f1
361,D6,35,12.0,a2
362,D6,35,12.0,c2
363,D6,35,12.0,e2
364,D6,35,12.0,g2
365,D6,37,12.0,b2
366,D6,37,12.0,d2
367,D6,37,12.0,f2
368,D7,17,11.0,a0
369,D7,17,11.0,a1
370,D7,17,11.0,b0
371,D7,17,11.0,b1
372,D7,17,11.0,c0
373,D7,17,11.0,c1
374,D7,17,11.0,d0
375,D7,17,11.0,d1
376,D7,17,11.0,e0
377,D7,17,11.0,e1
378,D7,29,11.0,a0
379,D7,29,11.0,a1
380,D7,29,11.0,b0
381,D7,29,11.0,b1
382,D7,29,11.0,c0
383,D7,29,11.0,c1
384,D7,29,11.0,d0
385,D7,29,11.0,d1
386,D7,29,11.0,e0
387,D7,29,11.0,e1
388,D7,29,22.0,g0
389,D7,29,22.0,g1
390,D7,32,22.0,f0
391,D7,32,22.0,f1
392,D7,35,22.0,a2
393,D7,35,22.0,c2
394,D7,35,22.0,e2
395,D7,35,22.0,g2
396,D7,37,22.0,b2
397,D7,37,22.0,d2
398,D7,37,22.0,f2
399,D8,17,10.0,a0
400,D8,17,10.0,a1
401,D8,17,10.0,b0
402,D8,17,10.0,b1
403,D8,17,10.0,c0
404,D8,17,10.0,c1
405,D8,17,10.0,d0
406,D8,17,10.0,d1
407,D8,17,10.0,e0
408,D8,17,10.0,e1
409,D8,29,10.0,a0
410,D8,29,10.0,a1
411,D8,29,10.0,b0
412,D8,29,10.0,b1
413,D8,29,10.0,c0
414,D8,29,10.0,c1
415,D8,29,10.0,d0
416,D8,29,10.0,d1
417,D8,29,10.0,e0
418,D8,29,10.0,e1
419,D8,29,20.0,g0
420,D8,29,20.0,g1
421,D8,32,20.0,f0
422,D8,32,20.0,f1
423,D8,35,20.0,a2
424,D8,35,20.0,c2
425,D8,35,20.0,e2
426,D8,35,20.0,g2
427,D8,37,20.0,b2
428,D8,37,20.0,d2
429,D8,37,20.0,f2
430,E1,1,0.6,e0
431,E1,18,0.6,a0
432,E1,2,0.6,b0
433,E1,29,0.6,a1
434,E1,29,0.6,c1
435,E1,29,0.6,e1
436,E1,29,0.6,g1
437,E1,3,0.6,c0
438,E1,32,0.6,b1
439,E1,32,0.6,d1
440,E1,32,0.6,f1
441,E1,5,0.6,d0
442,E10,17,0.6,b0
443,E10,2,0.6,a0
444,E10,29,0.6,a1
445,E10,29,0.6,c1
446,E10,29,0.6,e1
447,E10,29,0.6,g1
448,E10,3,0.6,c0
449,E10,32,0.6,b1
450,E10,32,0.6,d1
451,E10,32,0.6,f1
452,E10,4,0.6,e0
453,E10,5,0.6,d0
454,E11,17,0.6,d0
455,E11,18,0.6,a0
456,E11,19,0.6,c0
457,E11,2,0.6,b0
458,E11,29,0.6,a1
459,E11,29,0.6,c1
460,E11,29,0.6,e1
461,E11,29,0.6,g1
462,E11,32,0.6,b1
463,E11,32,0.6,d1
464,E11,32,0.6,f1
465,E11,5,0.6,e0
466,E12,1,0.6,c0
467,E12,18,0.6,b0
468,E12,19,0.6,a0
469,E12,2,0.6,e0
470,E12,29,0.6,a1
471,E12,29,0.6,c1
472,E12,29,0.6,e1
473,E12,29,0.6,g1
474,E12,3,0.6,d0
475,E12,32,0.6,b1
476,E12,32,0.6,d1
477,E12,32,0.6,f1
478,E13,1,0.6,d0
479,E13,17,0.6,a0
480,E13,2,0.6,b0
481,E13,2,0.6,e0
482,E13,29,0.6,a1
483,E13,29,0.6,c1
484,E13,29,0.6,e1
485,E13,29,0.6,g1
486,E13,32,0.6,b1
487,E13,32,0.6,d1
488,E13,32,0.6,f1
489,E13,5,0.6,c0
490,E14,1,0.6,a0
491,E14,1,0.6,c0
492,E14,1,0.6,e0
493,E14,29,0.6,a1
494,E14,29,0.6,c1
495,E14,29,0.6,e1
496,E14,29,0.6,g1
497,E14,3,0.6,d0
498,E14,32,0.6,b1
499,E14,32,0.6,d1
500,E14,32,0.6,f1
501,E14,4,0.6,b0
502,E15,1,0.6,e0
503,E15,17,0.6,c0
504,E15,18,0.6,b0
505,E15,18,0.6,d0
506,E15,2,0.6,a0
507,E15,29,0.6,a1
508,E15,29,0.6,c1
509,E15,29,0.6,e1
510,E15,29,0.6,g1
511,E15,32,0.6,b1
512,E15,32,0.6,d1
513,E15,32,0.6,f1
514,E15,38,0.6,a2
515,E15,38,0.6,c2
516,E15,38,0.6,e2
517,E15,38,0.6,g2
518,E15,40,0.6,b2
519,E15,40,0.6,d2
520,E15,40,0.6,f2
521,E15,41,-2.0684052e-16,b2
522,E16,1,0.6,b0
523,E16,1,0.6,e0
524,E16,17,0.6,c0
525,E16,18,0.6,a0
526,E16,29,0.6,a1
527,E16,29,0.6,c1
528,E16,29,0.6,e1
529,E16,29,0.6,g1
530,E16,32,0.6,b1
531,E16,32,0.6,d1
532,E16,32,0.6,f1
533,E16,4,0.6,d0
534,E2,17,0.6,c0
535,E2,29,0.6,a1
536,E2,29,0.6,c1
537,E2,29,0.6,e1
538,E2,29,0.6,g1
539,E2,3,0.6,d0
540,E2,32,0.6,b1
541,E2,32,0.6,d1
542,E2,32,0.6,f1
543,E2,4,0.6,b0
544,E2,5,0.6,a0
545,E2,5,0.6,e0
546,E3,18,0.6,c0
547,E3,2,0.6,e0
548,E3,29,0.6,a1
549,E3,29,0.6,c1
550,E3,29,0.6,e1
551,E3,29,0.6,g1
552,E3,3,0.6,b0
553,E3,32,0.6,b1
554,E3,32,0.6,d1
555,E3,32,0.6,f1
556,E3,4,0.6,a0
557,E3,4,0.6,d0
558,E4,17,0.6,a0
559,E4,17,0.6,c0
560,E4,2,0.6,e0
561,E4,29,0.6,a1
562,E4,29,0.6,c1
563,E4,29,0.6,e1
564,E4,29,0.6,g1
565,E4,32,0.6,b1
566,E4,32,0.6,d1
567,E4,32,0.6,f1
568,E4,4,0.6,d0
569,E4,5,0.6,b0
570,E5,1,0.6,e0
571,E5,17,0.6,b0
572,E5,2,0.6,d0
573,E5,29,0.6,a1
574,E5,29,0.6,c1
575,E5,29,0.6,e1
576,E5,29,0.6,g1
577,E5,3,0.6,a0
578,E5,32,0.6,b1
579,E5,32,0.6,d1
580,E5,32,0.6,f1
581,E5,5,0.6,c0
582,E6,1,0.6,d0
583,E6,19,0.6,b0
584,E6,29,0.6,a1
585,E6,29,0.6,c1
586,E6,29,0.6,e1
587,E6,29,0.6,g1
588,E6,32,0.6,b1
589,E6,32,0.6,d1
590,E6,32,0.6,f1
591,E6,4,0.6,a0
592,E6,4,0.6,e0
593,E6,5,0.6,c0
594,E7,1,0.6,a0
595,E7,1,0.6,e0
596,E7,19,0.6,d0
597,E7,29,0.6,a1
598,E7,29,0.6,c1
599,E7,29,0.6,e1
600,E7,29,0.6,g1
601,E7,3,0.6,b0
602,E7,32,0.6,b1
603,E7,32,0.6,d1
604,E7,32,0.6,f1
605,E7,5,0.6,c0
606,E8,1,0.6,b0
607,E8,19,0.6,a0
608,E8,29,0.6,a1
609,E8,29,0.6,c1
610,E8,29,0.6,e1
611,E8,29,0.6,g1
612,E8,3,0.6,c0
613,E8,32,0.6,b1
614,E8,32,0.6,d1
615,E8,32,0.6,f1
616,E8,4,0.6,e0
617,E8,5,0.6,d0
618,E9,1,0.6,b0
619,E9,2,0.6,a0
620,E9,2,0.6,c0
621,E9,29,0.6,a1
622,E9,29,0.6,c1
623,E9,29,0.6,e1
624,E9,29,0.6,g1
625,E9,32,0.6,b1
626,E9,32,0.6,d1
627,E9,32,0.6,f1
628,E9,4,0.6,d0
629,E9,5,0.6,e0
630,F1,2,0.6,a0
631,F1,2,0.6,c0
632,F1,29,0.6,a1
633,F1,29,0.6,a2
634,F1,29,0.6,c1
635,F1,29,0.6,c2
636,F1,29,0.6,e1
637,F1,29,0.6,e2
638,F1,29,0.6,g1
639,F1,29,0.6,g2
640,F1,3,0.6,e0
641,F1,32,0.6,b1
642,F1,32,0.6,b2
643,F1,32,0.6,d1
644,F1,32,0.6,d2
645,F1,32,0.6,f1
646,F1,32,0.6,f2
647,F1,4,0.6,d0
648,F1,5,0.6,b0
649,F2,1,0.6,e0
650,F2,18,0.6,d0
651,F2,19,0.6,b0
652,F2,2,0.6,a0
653,F2,2,0.6,c0
654,F2,29,0.6,a1
655,F2,29,0.6,a2
656,F2,29,0.6,c1
657,F2,29,0.6,c2
658,F2,29,0.6,e1
659,F2,29,0.6,e2
660,F2,29,0.6,g1
661,F2,29,0.6,g2
662,F2,32,0.6,b1
663,F2,32,0.6,b2
664,F2,32,0.6,d1
665,F2,32,0.6,d2
666,F2,32,0.6,f1
667,F2,32,0.6,f2
668,F3,17,0.6,d0
669,F3,19,0.6,c0
670,F3,2,0.6,b0
671,F3,2,0.6,e0
672,F3,29,0.6,a1
673,F3,29,0.6,a2
674,F3,29,0.6,c1
675,F3,29,0.6,c2
676,F3,29,0.6,e1
677,F3,29,0.6,e2
678,F3,29,0.6,g1
679,F3,29,0.6,g2
680,F3,32,0.6,b1
681,F3,32,0.6,b2
682,F3,32,0.6,d1
683,F3,32,0.6,d2
684,F3,32,0.6,f1
685,F3,32,0.6,f2
686,F3,4,0.6,a0
687,F4,1,0.6,a0
688,F4,17,0.6,b0
689,F4,18,0.6,e0
690,F4,19,0.6,d0
691,F4,29,0.6,a1
692,F4,29,0.6,a2
693,F4,29,0.6,c1
694,F4,29,0.6,c2
695,F4,29,0.6,e1
696,F4,29,0.6,e2
697,F4,29,0.6,g1
698,F4,29,0.6,g2
699,F4,3,0.6,c0
700,F4,32,0.6,b1
701,F4,32,0.6,b2
702,F4,32,0.6,d1
703,F4,32,0.6,d2
704,F4,32,0.6,f1
705,F4,32,0.6,f2
